ID;ID_Sinonimo;Expressions;Pandas_Expressions;ID_DIR;Qtd_Words
37;0;(unable || effort) & (listen);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('unable',case=False,na=False)) | (arquivo_entrada['avaliacao'].str.contains('effort',case=False,na=False))) & (arquivo_entrada['avaliacao'].str.contains('listen',case=False,na=False))];1.4.7;3
38;0;format & text;arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('format',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('text',case=False,na=False)))];1.4.8;2
39;0;choose & color;arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('choose',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('color',case=False,na=False)))];1.4.8;2
40;0;long lines;arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('long lines',case=False,na=False)))];1.4.8;1
41;0;long text;arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('long text',case=False,na=False)))];1.4.8;1
42;0;spacing;arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('spacing',case=False,na=False)))];1.4.8;1
43;0;(image of text);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('image of text',case=False,na=False)))];1.4.9;1
44;0;(text) & (reflow);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('text',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('reflow',case=False,na=False)))];1.4.10;2
45;0;(scroll) & (dimensions);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('scroll',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('dimensions',case=False,na=False)))];1.4.10;2
46;0;(contrast) & (low);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('contrast',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('low',case=False,na=False)))];1.4.11;2
47;0;(unable || difficult) & (see);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('unable',case=False,na=False)) | (arquivo_entrada['avaliacao'].str.contains('difficult',case=False,na=False))) & (arquivo_entrada['avaliacao'].str.contains('see',case=False,na=False))];1.4.11;3
48;0;(unreadable);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('unreadable',case=False,na=False)))];1.4.11;1
49;0;(text || line) & (overlap);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('text',case=False,na=False)) | (arquivo_entrada['avaliacao'].str.contains('line',case=False,na=False))) & (arquivo_entrada['avaliacao'].str.contains('overlap',case=False,na=False))];1.4.12;3
51;0;(text) & (cut);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('text',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('cut',case=False,na=False)))];1.4.12;2
52;0;(text || line || content) & (space);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('text',case=False,na=False)) | (arquivo_entrada['avaliacao'].str.contains('line',case=False,na=False)) | (arquivo_entrada['avaliacao'].str.contains('content',case=False,na=False))) & (arquivo_entrada['avaliacao'].str.contains('space',case=False,na=False))];1.4.12;4
53;0;(text) & (hidden);arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('text',case=False,na=False)) & (arquivo_entrada['avaliacao'].str.contains('hidden',case=False,na=False)))];1.4.12;2
54;0;tooltip;arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('tooltip',case=False,na=False)))];1.4.13;1
55;0;hoverable;arquivo_entrada[((arquivo_entrada['avaliacao'].str.contains('hoverable',case=False,na=False)))];1.4.13;1
